title,category,review_count,review_rating,reviews_per_rating,latitude,longitude,user_reviews,user_reviews_extended
Nhà Nghỉ Nam Phong,Khách sạn lưu trú dài hạn,7,4.400000,"{""1"":1,""2"":0,""3"":0,""4"":0,""5"":6}",0.000000,0.000000,"[{""Name"":""Nguyễn Thị Hương"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjV6vmhlCMmj9D38Lw0GiUHuPg8A7jjLsv5Psx-7epqdESB-264=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Nhà nghỉ yên tĩnh , giá bình dân , sạch sẽ , thoáng mát và nhân viên nhiệt tình . Sẽ quay lại lưu trú !"",""Images"":null,""When"":""""},{""Name"":""Lan Phạm"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVYVE03n71VEvpcWZnnvxv67S_Tu0FRG8WqZTo5b-n6jzQ8UKnd=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Phòng đẹp, thoáng mát ,có đầy đủ đồ nội thất cơ bản, nhân viên nhiệt tình và giá cả hợp lý."",""Images"":null,""When"":""""},{""Name"":""Dream Blockchain"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjU1Y8XCE3iSjNi42fYkYQcgHhqBhV6_saM9LSKz50JqADAHnqU=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Tiện nghi, chu đáo và yên tĩnh. Hợp lý về giá nơi trung tâm như vậy. Good👍👍"",""Images"":null,""When"":""""},{""Name"":""Kênh Công Nghệ"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUyblwhpNYDP2DkFCcRrdP6XaxCaviZiUKD6quYhzgFIErGA3l1=s120-c-rp-mo-ba12-br100"",""Rating"":5,""Description"":""Nhà nghỉ này ok nhé mn.giá hợp lý,phòng sạch sẽ"",""Images"":null,""When"":""""},{""Name"":""Phong Nam"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXPHxH5yzwkD-3FsQ_9eXoWD0XE_4yDmuMH4CuIuu2O2mnsB5pU=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Yến Hoàng"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjX15Rwt_qqYQ_6P928Fxxh3XiokX56-4uo95gX3pm0X0xSP6as=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Dương Trần"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocL5nKqxoc_i9pbemiQb-hM4nC1yXEzxh6IPsfGUKwUUEUvK5Q=s120-c-rp-mo-br100"",""Rating"":1,""Description"":"""",""Images"":null,""When"":""""}]","[{""Name"":""Nguyễn Thị Hương"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjV6vmhlCMmj9D38Lw0GiUHuPg8A7jjLsv5Psx-7epqdESB-264=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Nhà nghỉ yên tĩnh , giá bình dân , sạch sẽ , thoáng mát và nhân viên nhiệt tình . Sẽ quay lại lưu trú !"",""Images"":null,""When"":""""},{""Name"":""Lan Phạm"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVYVE03n71VEvpcWZnnvxv67S_Tu0FRG8WqZTo5b-n6jzQ8UKnd=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Phòng đẹp, thoáng mát ,có đầy đủ đồ nội thất cơ bản, nhân viên nhiệt tình và giá cả hợp lý."",""Images"":null,""When"":""""},{""Name"":""Dream Blockchain"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjU1Y8XCE3iSjNi42fYkYQcgHhqBhV6_saM9LSKz50JqADAHnqU=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Tiện nghi, chu đáo và yên tĩnh. Hợp lý về giá nơi trung tâm như vậy. Good👍👍"",""Images"":null,""When"":""""},{""Name"":""Kênh Công Nghệ"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUyblwhpNYDP2DkFCcRrdP6XaxCaviZiUKD6quYhzgFIErGA3l1=s120-c-rp-mo-ba12-br100"",""Rating"":5,""Description"":""Nhà nghỉ này ok nhé mn.giá hợp lý,phòng sạch sẽ"",""Images"":null,""When"":""""},{""Name"":""Phong Nam"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXPHxH5yzwkD-3FsQ_9eXoWD0XE_4yDmuMH4CuIuu2O2mnsB5pU=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Yến Hoàng"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjX15Rwt_qqYQ_6P928Fxxh3XiokX56-4uo95gX3pm0X0xSP6as=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Dương Trần"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocL5nKqxoc_i9pbemiQb-hM4nC1yXEzxh6IPsfGUKwUUEUvK5Q=s120-c-rp-mo-br100"",""Rating"":1,""Description"":"""",""Images"":null,""When"":""""}]"
Nhà Nghỉ M-House,Khách sạn,0,0.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",0.000000,0.000000,[],null
Nhà Nghỉ Thành Đô,Khách sạn,8,2.600000,"{""1"":3,""2"":1,""3"":2,""4"":0,""5"":2}",0.000000,0.000000,"[{""Name"":""daithang Le"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKpzyZrjVT9aWge-acanEqW8IkoXxHkv3-ZACjrCPaQ-zzcXQ=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Chủ thân thiện phòng sạch sẽ mọi người nên đến thử trải nghiệm nhé"",""Images"":null,""When"":""""},{""Name"":""duck duck"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUe3ypx83R9s3Xm75N86hmp8cb9e0IynHw9sfpfdL4e7Jw18ro=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""đắt tệ vkl k giống trong ảnh 500/1 ngày"",""Images"":null,""When"":""""},{""Name"":""T.S.U"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXyeZGlahfnxKlD3if2vfwhFLltZ12F0Q92cjlx_f2Sx_BMovZ9=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""300k đêm, 500k/ngày quá ảo giá"",""Images"":null,""When"":""""},{""Name"":""Quý Nghiem Minh"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVBKw-U8CdhCkESwy5xhBu6yRluR4dJOjVzwFn-Hn3CTMHvUcOM3w=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""400k 1 đêm"",""Images"":null,""When"":""""},{""Name"":""Tra Tu"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXkPe302i5Bkr9RLWg-fxqD3YZbCQ4twn9hsQeG0ohGZn1naA9ooQ=s120-c-rp-mo-ba12-br100"",""Rating"":2,""Description"":""Ko ổn"",""Images"":null,""When"":""""},{""Name"":""bin tung"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUq1uIRhCmQlW9hv2OQhOUBzy3rgprOwnPXwpd2KfBwqAU5CUw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Nguyễn Hữu Thưởng"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUIRUDDiggKxgcJT6KhLv6Pvd6LgssG-PziQJjx6DgOoTv3vYtz=s120-c-rp-mo-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Tuấn Đinh Trọng"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXTlQPv92z-BsZa3elyyl7l7OnEK7EjN4oCEx5VZwe3uXfkg0f0=s120-c-rp-mo-ba12-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""}]","[{""Name"":""daithang Le"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKpzyZrjVT9aWge-acanEqW8IkoXxHkv3-ZACjrCPaQ-zzcXQ=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Chủ thân thiện phòng sạch sẽ mọi người nên đến thử trải nghiệm nhé"",""Images"":null,""When"":""""},{""Name"":""duck duck"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUe3ypx83R9s3Xm75N86hmp8cb9e0IynHw9sfpfdL4e7Jw18ro=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""đắt tệ vkl k giống trong ảnh 500/1 ngày"",""Images"":null,""When"":""""},{""Name"":""T.S.U"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXyeZGlahfnxKlD3if2vfwhFLltZ12F0Q92cjlx_f2Sx_BMovZ9=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""300k đêm, 500k/ngày quá ảo giá"",""Images"":null,""When"":""""},{""Name"":""Quý Nghiem Minh"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVBKw-U8CdhCkESwy5xhBu6yRluR4dJOjVzwFn-Hn3CTMHvUcOM3w=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""400k 1 đêm"",""Images"":null,""When"":""""},{""Name"":""Tra Tu"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXkPe302i5Bkr9RLWg-fxqD3YZbCQ4twn9hsQeG0ohGZn1naA9ooQ=s120-c-rp-mo-ba12-br100"",""Rating"":2,""Description"":""Ko ổn"",""Images"":null,""When"":""""},{""Name"":""bin tung"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUq1uIRhCmQlW9hv2OQhOUBzy3rgprOwnPXwpd2KfBwqAU5CUw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Nguyễn Hữu Thưởng"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUIRUDDiggKxgcJT6KhLv6Pvd6LgssG-PziQJjx6DgOoTv3vYtz=s120-c-rp-mo-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Tuấn Đinh Trọng"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXTlQPv92z-BsZa3elyyl7l7OnEK7EjN4oCEx5VZwe3uXfkg0f0=s120-c-rp-mo-ba12-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""}]"
Nhà Nghỉ Sắc Màu 2,Chỗ trọ trong nhà,1,2.000000,"{""1"":0,""2"":1,""3"":0,""4"":0,""5"":0}",0.000000,0.000000,"[{""Name"":""Dương Thùy"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWezjDYrhnuQbnCCagR6SWEJSNkQNMR8MJJ2cAda9bBV4bFjKFA=s120-c-rp-mo-br100"",""Rating"":2,""Description"":"""",""Images"":null,""When"":""""}]","[{""Name"":""Dương Thùy"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWezjDYrhnuQbnCCagR6SWEJSNkQNMR8MJJ2cAda9bBV4bFjKFA=s120-c-rp-mo-br100"",""Rating"":2,""Description"":"""",""Images"":null,""When"":""""}]"
Nhà Nghỉ Thanh Ngọc,Khách sạn,3,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":3}",0.000000,0.000000,"[{""Name"":""Tam Nguyễn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJJMhdsMTmyradRM0Kju8NAgAV44HCsw3n8TqLPjiWiaLIrUw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Phòng OK giá hợp lý, lần sau ra kinh tế quốc dân nhất định lại ghé 👍"",""Images"":null,""When"":""""},{""Name"":""Hang Nguyen"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjW9DeqYGDWgUBLvv7LucxsYcgALJBzCUafi33cKdiMPDDh5MNTz=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""P ốc sạch sẽ.giá cả phải chăng có dịp mk sẽ ghé qua ủng hộ tiếp"",""Images"":null,""When"":""""},{""Name"":""Thảo Nguyên Nguyễn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjW2jx-01T5fktcWv5OciOMDSr9kWJGewnVZL-0uNUHGn2mLhFxa=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""}]","[{""Name"":""Tam Nguyễn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJJMhdsMTmyradRM0Kju8NAgAV44HCsw3n8TqLPjiWiaLIrUw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Phòng OK giá hợp lý, lần sau ra kinh tế quốc dân nhất định lại ghé 👍"",""Images"":null,""When"":""""},{""Name"":""Hang Nguyen"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjW9DeqYGDWgUBLvv7LucxsYcgALJBzCUafi33cKdiMPDDh5MNTz=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""P ốc sạch sẽ.giá cả phải chăng có dịp mk sẽ ghé qua ủng hộ tiếp"",""Images"":null,""When"":""""},{""Name"":""Thảo Nguyên Nguyễn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjW2jx-01T5fktcWv5OciOMDSr9kWJGewnVZL-0uNUHGn2mLhFxa=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""}]"
Nhà nghỉ Hoàng Hai,Khách sạn,10,3.800000,"{""1"":2,""2"":0,""3"":2,""4"":0,""5"":6}",0.000000,0.000000,"[{""Name"":""Chupachup"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUVyQWW1wEo3GaObnzrXqk0xh48DLcWh9b1jRAy2K96nQXQg8RcZg=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Phòng đẹp giá ok"",""Images"":null,""When"":""""},{""Name"":""Thành Trung"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXQ-KY-WN6YnQtm8KDW-9QXX5I_B-7Y7RusFhBJUxPkdl4pPw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Phòng rất đẹp.Giá cả hợp lý"",""Images"":null,""When"":""""},{""Name"":""Thức Hoàng"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUggXCv4ACZsYC8o_7QHMFGuOM1_8bfkUWetQvuFMscAjt3cTna=s120-c-rp-mo-ba12-br100"",""Rating"":3,""Description"":""khó tìm"",""Images"":null,""When"":""""},{""Name"":""Doan Daniel"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocLEDHVIXbXBC5aJ7PDXU9_YXCDzmOgSi3s5ikyL1pKAghdrhA=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""The price is ridiculously high. Should really beware and ask about the price beforehand. Completely felt like being ripped off."",""Images"":null,""When"":""""},{""Name"":""DANH DANH"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWktzcMd815t6rZDCE4CwIvUBZ73fRNxpLXYgG9tqxFw3qwj4C3JQ=s120-c-rp-mo-ba12-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Ƈò Ɖįềṵ࿐"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjX0-8GuPIodv2yB6IHtyoOthL1C0yDdMoLuiwrKO2yzS792WNUS=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""tu van"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUExrd0gGzjYsiIiYMWWRiNCc0JR9vWvvFPfSpm6VGNLSGqCCaJ=s120-c-rp-mo-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Thiên Trần"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJ6PHyaPgUXMWVCv6kcncOKtTvp6wFoNWABBK_ClgOAtmGwNlQ=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""}]","[{""Name"":""Doan Daniel"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocLEDHVIXbXBC5aJ7PDXU9_YXCDzmOgSi3s5ikyL1pKAghdrhA=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""The price is ridiculously high. Should really beware and ask about the price beforehand. Completely felt like being ripped off."",""Images"":null,""When"":""""},{""Name"":""Chupachup"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUVyQWW1wEo3GaObnzrXqk0xh48DLcWh9b1jRAy2K96nQXQg8RcZg=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Phòng đẹp giá ok"",""Images"":null,""When"":""""},{""Name"":""Thành Trung"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXQ-KY-WN6YnQtm8KDW-9QXX5I_B-7Y7RusFhBJUxPkdl4pPw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Phòng rất đẹp.Giá cả hợp lý"",""Images"":null,""When"":""""},{""Name"":""Thức Hoàng"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUggXCv4ACZsYC8o_7QHMFGuOM1_8bfkUWetQvuFMscAjt3cTna=s120-c-rp-mo-ba12-br100"",""Rating"":3,""Description"":""khó tìm"",""Images"":null,""When"":""""},{""Name"":""DANH DANH"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWktzcMd815t6rZDCE4CwIvUBZ73fRNxpLXYgG9tqxFw3qwj4C3JQ=s120-c-rp-mo-ba12-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Ɖįềṵ࿐ Ƈò"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjX0-8GuPIodv2yB6IHtyoOthL1C0yDdMoLuiwrKO2yzS792WNUS=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""tu van"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUExrd0gGzjYsiIiYMWWRiNCc0JR9vWvvFPfSpm6VGNLSGqCCaJ=s120-c-rp-mo-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Thiên Trần"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJ6PHyaPgUXMWVCv6kcncOKtTvp6wFoNWABBK_ClgOAtmGwNlQ=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""quang nguyen"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKhOO4o-08vOtNEAXtvmvpH-D8ShtMyy4LS3fprF4Gs7NlMGA=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Quang Hoàng"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWJWdgUIjsJCV3oGOFlghMMfrYLRPWUBxleSTIen00YeJrWF7xr=s120-c-rp-mo-ba12-br100"",""Rating"":1,""Description"":"""",""Images"":null,""When"":""""}]"
Hotel Nhà nghỉ Bích Ngân,Trạm nghỉ,14,2.600000,"{""1"":4,""2"":3,""3"":4,""4"":1,""5"":2}",0.000000,0.000000,"[{""Name"":""nam hà"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVVUpPr5pv1o-vAcD0YRJJxahRppuJidGAQoD6gaSfhNzQt5WA=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""Rất sạch sẽ giá cả bình dân"",""Images"":null,""When"":""""},{""Name"":""tri hung Nguyen"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWUvj3zAi9lGSKlSwkuh8hxaq4E9UWYAck5PzKyW638C0Is4bst=s120-c-rp-mo-ba12-br100"",""Rating"":1,""Description"":""Địa điểm đã ngừng kinh doanh"",""Images"":null,""When"":""""},{""Name"":""Devil X"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKJsjHsSBgak0HgCEjtRTwRlkMXq-xVhxc_m3hXrsZ5izkOSVI=s120-c-rp-mo-ba12-br100"",""Rating"":2,""Description"":""Phòng xấu"",""Images"":null,""When"":""""},{""Name"":""Nguyễn Đức Đạt"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKxZhQTpgITgPYw3gSVuHgE0JRev4BnUIVXV-RoNzQwfWMVAQ=s120-c-rp-mo-br100"",""Rating"":3,""Description"":""cũng được"",""Images"":null,""When"":""""},{""Name"":""Lê Anh Tuấn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjX2m-37-UeMOz2s3JSzbnUtTvlNaOWs5yyNv002KDuE7G6vApB_=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""tuyệt vời"",""Images"":null,""When"":""""},{""Name"":""Antonio Khanh Hoang"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVpU6CymbYfaMGO4FGQuIGah1GF5u4QbU5JjNA6WkyVTUtHnrEpPw=s120-c-rp-mo-br100"",""Rating"":3,""Description"":""Một dạng nghỉ ngơi cho khách"",""Images"":null,""When"":""""},{""Name"":""iPhone"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjW7g3Co6F4cEUToRT4-_8l7Qjs5k8apq-m8rlRvG7E1Q1WXUyg=s120-c-rp-mo-br100"",""Rating"":1,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Cường Nguyễn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocLWCMcrLEJewaxVxZYXh8LdOabEJmUhVgc3Ucd2-QSnPk39hg=s120-c-rp-mo-ba12-br100"",""Rating"":2,""Description"":"""",""Images"":null,""When"":""""}]","[{""Name"":""nam hà"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVVUpPr5pv1o-vAcD0YRJJxahRppuJidGAQoD6gaSfhNzQt5WA=s120-c-rp-mo-br100"",""Rating"":1,""Description"":""Rất sạch sẽ giá cả bình dân"",""Images"":null,""When"":""""},{""Name"":""tri hung Nguyen"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWUvj3zAi9lGSKlSwkuh8hxaq4E9UWYAck5PzKyW638C0Is4bst=s120-c-rp-mo-ba12-br100"",""Rating"":1,""Description"":""Địa điểm đã ngừng kinh doanh"",""Images"":null,""When"":""""},{""Name"":""Devil X"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKJsjHsSBgak0HgCEjtRTwRlkMXq-xVhxc_m3hXrsZ5izkOSVI=s120-c-rp-mo-ba12-br100"",""Rating"":2,""Description"":""Phòng xấu"",""Images"":null,""When"":""""},{""Name"":""Nguyễn Đức Đạt"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKxZhQTpgITgPYw3gSVuHgE0JRev4BnUIVXV-RoNzQwfWMVAQ=s120-c-rp-mo-br100"",""Rating"":3,""Description"":""cũng được"",""Images"":null,""When"":""""},{""Name"":""Lê Anh Tuấn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjX2m-37-UeMOz2s3JSzbnUtTvlNaOWs5yyNv002KDuE7G6vApB_=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""tuyệt vời"",""Images"":null,""When"":""""},{""Name"":""Antonio Khanh Hoang"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjVpU6CymbYfaMGO4FGQuIGah1GF5u4QbU5JjNA6WkyVTUtHnrEpPw=s120-c-rp-mo-br100"",""Rating"":3,""Description"":""Một dạng nghỉ ngơi cho khách"",""Images"":null,""When"":""""},{""Name"":""iPhone"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjW7g3Co6F4cEUToRT4-_8l7Qjs5k8apq-m8rlRvG7E1Q1WXUyg=s120-c-rp-mo-br100"",""Rating"":1,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Cường Nguyễn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocLWCMcrLEJewaxVxZYXh8LdOabEJmUhVgc3Ucd2-QSnPk39hg=s120-c-rp-mo-ba12-br100"",""Rating"":2,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Tiến Nguyễn"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJvgq7owbDg7CIy8gSSJ54HM0RrHYKIGRHh-PBX9eFjR567BQ=s120-c-rp-mo-br100"",""Rating"":2,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""ba minh"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjWdjJGs2ohVdIXaVUbuGtGXR6MxIb2VuqxaaLSPLdU4bHE-7pAGGQ=s120-c-rp-mo-ba12-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Khánh Nguyễn Bá"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUmPNtVCspanZ6sS5QVkgR4JuA9ZH8HXQmVWZ6NAuN1xkYG3-ZtmA=s120-c-rp-mo-ba12-br100"",""Rating"":4,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Sơn Phát"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXYfACeTzjlMgH6K9M-02KJHMChgu2Q43SDa4kB6RsTpLxCdM-MXw=s120-c-rp-mo-ba12-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Sunshine"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjXoEUEmA0vApx-jFMK01lap0Qw6MiY4iBG2Kk3hE-7Xc3PiIqDrlQ=s120-c-rp-mo-ba12-br100"",""Rating"":1,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Ratchanon Peungrang"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJaJ3PSqC56or6Tz4auJTFv1hHTEzy9q9SPfkoZbNTWEQxJ1A=s120-c-rp-mo-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""}]"
Nhà nghỉ Sắc Màu,Nhà nghỉ trượt tuyết,2,3.500000,"{""1"":0,""2"":0,""3"":1,""4"":1,""5"":0}",0.000000,0.000000,"[{""Name"":""Minh Tuyen Hoang"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUr0GFAzvMWJurqmxI9FVjyBS0V_PQ3D5qmoTvfkZD5GgwI2doN=s120-c-rp-mo-ba12-br100"",""Rating"":4,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Quocson Tran"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKgwbuOSyisNj14pXMty-mD3mvNNqYUjffrX9wj5KsjkGsRAA=s120-c-rp-mo-ba12-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""}]","[{""Name"":""Minh Tuyen Hoang"",""ProfilePicture"":""https://lh3.googleusercontent.com/a-/ALV-UjUr0GFAzvMWJurqmxI9FVjyBS0V_PQ3D5qmoTvfkZD5GgwI2doN=s120-c-rp-mo-ba12-br100"",""Rating"":4,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Quocson Tran"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKgwbuOSyisNj14pXMty-mD3mvNNqYUjffrX9wj5KsjkGsRAA=s120-c-rp-mo-ba12-br100"",""Rating"":3,""Description"":"""",""Images"":null,""When"":""""}]"
