input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,place_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
b08e65a0-5e21-4158-99a7-34e932642b3e,https://www.google.com/maps/place/HOTEL+123/data=!4m7!3m6!1s0x3135b3d774f24c01:0x19149aae19ed9502!8m2!3d20.8677256!4d105.8582899!16s%2Fg%2F11h6xlzfkt!19sChIJAUzydNezNTERApXtGa6aFBk?authuser=0&hl=vi&rclk=1,HOTEL 123,Nhà nghỉ trượt tuyết,"123I P. Nguyễn Phi Khanh, xóm Hạ, Thường Tín, Hà Nội, Việt Nam",{},{},,+84 988 989 876,"VV95+38 Thường Tín, Hà Nội, Việt Nam",5,5.000000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",20.867726,105.858290,1807239423032399106,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8nTPidLhogHjWTPtBx-7KA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.545551&pitch=0&thumbfov=100,Asia/Saigon,,0x3135b3d774f24c01:0x19149aae19ed9502,ChIJAUzydNezNTERApXtGa6aFBk,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""108737417922445613739"",""name"":""HOTEL 123 (Chủ sở hữu)"",""link"":""https://www.google.com/maps/contrib/108737417922445613739""}","{""borough"":""xóm Hạ, Thường Tín"",""street"":""123I P. Nguyễn Phi Khanh"",""city"":""Hà Nội"",""postal_code"":"""",""state"":""Thường Tín, Hà Nội"",""country"":""VN""}",null,"[{""Name"":""Đoàn Tô xuân"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocLLG7GG4Y0zY3XvIwjYSV6x1bXUPPzPTlrJSIBPCb827cJ0fw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Duc Nguyen xuan"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKMYF6BKirPg4BW0NSypMH31QOmmiAd3M8u80WcfhxGswV2uA=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Sạch,phục vụ đồ ăn ,nhậu ngon"",""Images"":null,""When"":""""},{""Name"":""quang"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJH-7VFXGOHHTRHivloI3DhuPWaKzxr96qT6w4pXm0Uzb0i0g=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Yên Tĩnh.thoáng"",""Images"":null,""When"":""""},{""Name"":""nguyễn đức"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJ80AQpTvMcb0pEEfJ4p5bK56bMUXcuLTCv1ZmDCW9MRD4vrA=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Giá Bình Dân,Sạch"",""Images"":null,""When"":""""},{""Name"":""Huyền Phạm"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocIP_S4nTsSd1yg7aD5E0UVYBMx7uxgupse-qunru85EjcvuIQ=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Sạch,Thoáng,gía Bình Dân,yên tĩnh"",""Images"":null,""When"":""""}]","[{""Name"":""Đoàn Tô xuân"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocLLG7GG4Y0zY3XvIwjYSV6x1bXUPPzPTlrJSIBPCb827cJ0fw=s120-c-rp-mo-br100"",""Rating"":5,""Description"":"""",""Images"":null,""When"":""""},{""Name"":""Duc Nguyen xuan"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocKMYF6BKirPg4BW0NSypMH31QOmmiAd3M8u80WcfhxGswV2uA=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Sạch,phục vụ đồ ăn ,nhậu ngon"",""Images"":null,""When"":""""},{""Name"":""quang"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJH-7VFXGOHHTRHivloI3DhuPWaKzxr96qT6w4pXm0Uzb0i0g=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Yên Tĩnh.thoáng"",""Images"":null,""When"":""""},{""Name"":""nguyễn đức"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocJ80AQpTvMcb0pEEfJ4p5bK56bMUXcuLTCv1ZmDCW9MRD4vrA=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Giá Bình Dân,Sạch"",""Images"":null,""When"":""""},{""Name"":""Huyền Phạm"",""ProfilePicture"":""https://lh3.googleusercontent.com/a/ACg8ocIP_S4nTsSd1yg7aD5E0UVYBMx7uxgupse-qunru85EjcvuIQ=s120-c-rp-mo-br100"",""Rating"":5,""Description"":""Sạch,Thoáng,gía Bình Dân,yên tĩnh"",""Images"":null,""When"":""""}]",
